Sno,SubCounty,Ward,Village,Latitude,Longitude,RuralUrban,DistancetonextstrategicBoreholekm,Totalnumberofhouseholdscurrentlyservedfromthescheme,WhatistheserviceareaforthisschemeHowmanykilometersfromheredothep,Isthisschemeusedforagricultureandirrigationbyfarmers,Howmanyfarmersusethisscheme ,Whatistheaveragesizedfarmthatusesthiswaterhectares ,Isthewaterschemeusedforlivestock,Estimatednumberofcamelsusingschemeperday,Estimatednumberofcattleusingschemeperday,Estimatednumberofhorsesdonkeysusingwaterpointperday,Estimatednumberofgoatssheepusingwaterpointperday,Isthewaterschemeusedforwatertrucking,Numberoftrucksfillingperday,Howmanytimesperweekdoesthewatertruckingoccur,Addanyothercommentsonwatertruckingdetails,ConstructionyearofthewellboreholeinEFYortheyearofrehabilitation,Boreholeorwelldepthmeters,Physicalstateofthewellborehole,TypeofPower,Productionofsystemyieldordischargemeterscubedhour,Isthereawatermeteratthewatersource,Isthewatermeterworking,Whatisthecurrentreadingofthewatermeter,Isthewaterschemecurrentlyfunctional,Pleasetakeapictureillustratingthenonfunctionalityorpartialfuncti,Maincauseofnonfunctionalityorpartialfunctionality,MaincauseofnonfunctionalityorpartialfunctionalityOtherspecify,Numberofmonthssincenonfunctional,Doestheschemehaveanyemergingproblemsthatmightleadtononfunctional,Pleasedescribetheproblemsthatmightleadtononfunctionalityinthenea,Wasthewaterschemeoutofserviceoneormoredaysinthelastmonth,Numberofdaysoutofserviceinthelastmonth,Dateoflastserviceorrepair,Howmanytimeshasthewaterschemebrokeninthelastyear,Describethefunctionalityproblemsoverthepastyear,Howmanydaysperweekdoesthepumprunonaverage,Howmanyhoursperdaydoesthepumprunonaverage,Isthisaseasonalwaterschemethatcommonlyfailsinthedryseason,Isthepumpusedlessduringwetrainyseason,Duringwetrainyseasonshowmanydaysaweekdoesthepumprunonaverage,Duringwetrainyseasonshowmanyhoursperdaydoesthepumprunonaverage,SolarPanelpowerratingWatts,SolarPanelCondition,Yearwhengeneratorwasinstalledoryearofreinstallation,Physicalstateofthegenerator,Generatorbrand,GeneratorbrandOtherspecify,Generatormodel,Generatorserialnumber,GeneratormaxAmpsstartingamps,Generatorpicture,PumpControllerManufacturer1,PumpControllerManufacturerOtherspecify,PumpControllerModelNumber,Pictureofpumpcontroller,PumpMotorModelNumber,Pumpheadmodelnumber,Typeandsizeofcasing,Wellpumpremarks,Contact1name,Contact1position,Contact1positionOtherspecify,Contact1telephonenumber,Contact2name,Contact2positionOtherspecify,Contact2telephonenumber,Isasensorinstalledatthesite,Typeofsensorinstalled,TypeofsensorinstalledOtherspecify,Managementbody,Currentmanagementstatus,Whatisthemethodofpayment1,WhatisthemethodofpaymentOtherspecify1,Whatisthemethodofpayment2,Typeoftariffsystemmostcommon,WhatisthetariffamountinKES,Isthereaspecialtariffforlivestockperanimal,WhatisthetariffpercamelKES,WhatisthetariffpercattleKES,WhatisthetariffperhorsedonkeyKES,WhatisthetariffpergoatsheepKES,Isthereatariffperinstitutionschoolshealthcentresetc,WhatisthemonthlyinstitutionaltariffKES,Numberofinstitutionssuppliedbyschemethatpayamonthlyinstitutional,Whenthisboreholeisworkingfromwheredohouseholdsprimarilygettheirw,Whenthisboreholeisworkingfromwheredohouseholdsprimarilygetthei_A,WhenthisboreholeisworkinghowmanyHOURSperdaydohouseholdstypically,Whenthisboreholeisnotworkingfromwheredohouseholdsprimarilygetthe,WhenthisboreholeisNOTworkingandhouseholdshavetouseanalternativew,Hastherebeensomewaterqualitytestingforthisschemeinthepast,Yearofmostrecentwaterqualitytestdone,Whatwastheresult,Aretherespecificcontaminantsofconcern,AretherespecificcontaminantsofconcernOtherspecify,MeasuredWaterQualityTemperature,MeasuredWaterQualitySpecificconductancemicroSiemenspercm, MeasuredWaterQualityTotalDissolvedSolidsmilligramsliter,Pleaseaddanotherrelevantnotesontheborehole,V109,V110
11,Fafi,Bura,Jamble,-1.0089329000000000,39.915388900000000,Rural,10.00,180.0,1.0,No,0.0,0.0,Yes,0.0,30.0,10.0,50.0,No,0.0,0.0,There is no water tracking,43645,150.0,Its good,Solar,6,Yes,Yes,4369.000000000,Yes,https://api.mwater.co/v3/images/68670f6f9ca04c4ca88799956a434f98,None,None,0,No,Nothing,No,0.0,20-Jun-10,0.0,None,7.0,8.0,No,No,7.0,4.0,260,It's functional,42550,Solar,Solar,Solar,Solar,0,0.0,https://api.mwater.co/v3/images/a0eafbf64b964276a361639cc330cc63,Lorentz,Lorentz,0,https://api.mwater.co/v3/images/ea3b5e81fb0b470ca35d37c50291d409,0,0,6inch,Functional,Haret shide,Operator,Operator,717364641.0000000000000,Muse mahat,Chairman,718638505.00000000000,No,None,None,Water users association,Water users association,Cash,Cash,Cash,Flat,150.0,Yes,0,500,0,300.0,Yes,1000.0,1.0,Same borehole,Same borehole,8.0,River tana,2hrs,Not done,0,0,0,0,0,0,0,It's functioning,#NULL!,
12,Fafi,Nanigh,Nathir,-0.7069021000000000,39.828101800000000,Rural,2.00,80.0,#NULL!,No,0.0,0.0,No,0.0,0.0,0.0,0.0,No,0.0,0.0,Nil,39993,50.0,Good,Generator and solar,12,Yes,Yes,31764.000000000,Yes,https://api.mwater.co/v3/images/781d52b42b8e4a4f957c5582d0e67133,Very good,Nil,0,No,No problem,No,0.0,29-Apr-19,1.0,Mechanical problem,6.0,4.0,No,Yes,2.0,2.0,,Good,39993,Very good,Lister genset,Lister genst,Lister genst,35981,#NULL!,https://api.mwater.co/v3/images/b954f46aa9814a6481cbb62f2137ebf0,Lorent,Lorent,Lorent,https://api.mwater.co/v3/images/d3992c1f2b7940fbae98702c566a60a0,0,0,8,Good,Ali abdi,Operate,Operate,790562651.0000000000000,Yussuf nathir,Chairman,727528929.00000000000,No,0,0,Water users association,Water users association,Cash,Cash,Cash,Flat,100.0,Yes,100,50,0,10.0,No,0.0,0.0,Same borehole,Same borehole,1.0,Same borehole,1,0,0,0,0,0,0,0,0,Good,#NULL!,
13,Fafi,Nanigi,Nanigi,-0.8554170000000000,39.864692300000000,Rural,12.00,600.0,1.2,No,0.0,0.0,Yes,0.0,0.0,0.0,0.0,No,0.0,0.0,There is no water tracking,43280,150.0,Good,Generator and solar,10,No,No,0.000000000,Yes,,0,0,0,No,0,No,0.0,29-Jun-19,0.0,0,7.0,7.0,No,Yes,4.0,3.0,260,Good,39993,Lister petter,Lister petter,Lister petter,Lister petter,0,18.0,https://api.mwater.co/v3/images/0f2d7090b7574be1954a024368374f06,Daylife,Daylife,Daylife,https://api.mwater.co/v3/images/bcf00404552c4cbeac070a2c27f7b54a,0,0,Steel 6inch,Good,Abdullah kuno,Operate,Operate,719853024.0000000000000,Quresho Yussuf,Chairlady,0.00000000000,Yes,Sweetness,Sweetness,Water users association,Water users association,Cash,Cash,Cash,Flat,200.0,No,0,0,0,0.0,Yes,3000.0,3.0,Same borehole,Same borehole,2.0,Same borehole,2hours,0,0,0,0,0,0,0,0,Good,#NULL!,
14,Fafi,Nanigh,Guyo,-0.9418923000000000,39.893751100000000,Rural,10.00,250.0,#NULL!,No,0.0,0.0,No,0.0,0.0,0.0,20.0,No,0.0,0.0,Nil,40358,250.0,Good,Solar,4,No,No,0.000000000,No,,0,0,0,No,None,No,0.0,29-Jun-19,0.0,Nil,6.0,6.0,No,No,2.0,2.0,195,Good,43645,0,0,0,0,0,0.0,,Lorens,Lorens,Not seen,https://api.mwater.co/v3/images/70f2412376a1453a937bbd5491ad1427,0,0,10,Good,Roble aden,Operate,Operate,708833745.0000000000000,Nasri gedi,Chairman,715392365.00000000000,No,0,0,Water users association,Water users association,Cash,Cash,Flat,Cash,100.0,No,0,10,0,30.0,Yes,1000.0,1.0,Tana river,Tana river,1.0,Same borehole,1,No,0,0,0,0,0,0,0,Good,#NULL!,
15,Dadaab,Damajaley,Mathahgisi borehole,0.1615408000000000,40.430712600000000,Rural,12.00,300.0,2.0,No,#NULL!,#NULL!,Yes,2500.0,1500.0,1000.0,600.0,No,#NULL!,#NULL!,No stand pipe,41090,180.0,Good,Generator,22,No,No,#NULL!,Yes,https://api.mwater.co/v3/images/37901f1097b246a79dafdfe234c8e77a,Lack of proper service,,10,Yes,Old generator,Yes,3.0,30-Jun-16,1.0,,5.0,8.0,No,Yes,3.0,3.0,N/A,,41065,Good,Parkins,,Parkins 1103A33,1531901,42.0,https://api.mwater.co/v3/images/a1282bcb1ad349b9929bd96ef7e763bb,Daylif,,CM-SW1-SSD,https://api.mwater.co/v3/images/5304e0edfaf14d8482ec42dab7988478,,24,6,The well requires alternative genset and storage tank,Mohamed osman,Pump attendants,,792592123.0000000000000,Ahmed sheikh,,720906897.00000000000,No,,,Water users Association (WUA),Very poor,Cash,Cash,Cash,Cash,5.0,Yes,10,5,0,2.0,No,#NULL!,#NULL!,Communial water point,Distance tracking point(Donkey carts,3.0,Next strategic water source,24hrs,No,,,,,,,,"The borehole require storage facilliy ,water kiosks",#NULL!,
16,Dadaab,Abakayle,libahlow,0.3079969000000000,40.067694200000000,rural,2.00,300.0,2.0,No,#NULL!,#NULL!,Yes,300.0,500.0,100.0,3000.0,No,#NULL!,#NULL!,no stand pipe,41818,168.0,good,generator,22,No,No,#NULL!,Yes,https://api.mwater.co/v3/images/af3a5f4798a64ff1bdef6ad38f43e1c5,break down,Lack of proper service,12,Yes,Leaking storage tank and piping network,No,#NULL!,28-Jun-19,#NULL!,Lack of proper service,5.0,8.0,No,Yes,3.0,3.0,No,0,41818,good,perkins,dayliff,dayliff I SU25S,14032503,45.0,https://api.mwater.co/v3/images/6745bc44efd448979eb0cdbd58eff8e7,dayliff,,daylif,https://api.mwater.co/v3/images/b502f8a51e1c4a458eb7a5a541cbfa9f,,,6,,Abdirahman muktar,pump Attendant,,729483745.0000000000000,Ahmed sheikh,Sub county water Officer,720906897.00000000000,No,,,Water users Association,poor,Cash,Cash,cash,cash,5.0,Yes,10,5,0,2.0,No,#NULL!,#NULL!,Communial water point,Distance trekking Donkey carts,3.0,Next strategic water source,24,No,,,,,,,,"This borehole require Storage tank, rehabilitation of piping networks , Communism water kiosks and a standby genset",#NULL!,
17,Township,Iftin boreho,Iftin,-0.4734672000000000,39.650694200000000,Urban,1.00,2000.0,60.0,No,0.0,0.0,No,0.0,0.0,0.0,0.0,No,0.0,0.0,Good,43500,150.0,Good,Generator,10,,Yes,48074.000000000,Yes,https://api.mwater.co/v3/images/2081a7239edb4ca89fb9ab6014cd1d9c,No problem but are not using,Nil,0,No,Not,No,0.0,1-Apr-19,0.0,Lack of oil,8.0,8.0,No,Yes,4.0,4.0,0,0,43556,Good,Perkins,Perkins,Perkins,2047474,115.0,https://api.mwater.co/v3/images/5fa0afa6fd4d4b23897f3c72c460253a; https://api.mwater.co/v3/images/9e728f7cb6e44502ad8e2bf3638d157b,Daylife,Daylife,Lovett,https://api.mwater.co/v3/images/b11e4017df6345d897973c8e36c47b38,0,0,10,Good,Ibrahim Mohamed,Operate,Operate,723410713.0000000000000,Abdi Omar,Operate,0.00000000000,No,0,0,Water users association,Water users association,Cash,Cash,I don't know,I don't know,0.0,No,0,0,0,0.0,No,0.0,0.0,Same borehole,Same borehole,5.0,Same borehole,2,0,0,0,0,0,0,0,0,Good,#NULL!,
18,G/township,Iftin boreho,Iftin,-0.4743585000000000,39.654395400000000,Urban,1.00,2000.0,60.0,No,0.0,0.0,No,0.0,0.0,0.0,0.0,No,0.0,0.0,Good,43498,150.0,Good,Generator,10,Yes,Yes,7830.000000000,Yes,,0,0,0,No,Not at all,No,0.0,1-Mar-19,0.0,Not so far,5.0,8.0,No,Yes,1.0,5.0,0,0,43647,Good,Perkins,Perkins,Perkins,2047474,115.0,https://api.mwater.co/v3/images/bf196cc7990046ebae0d230e6bfd53e7,Lovett,Lovett,Daylife,https://api.mwater.co/v3/images/1d2b87e38cb94e238fd1740f13b9f036,0,0,10,Good,Ibrahim Mohamed,Operate,Operate,725730734.0000000000000,Abdi Omar,Operate,0.00000000000,No,0,0,Water users association,Water users association,Cash,Cash,Cash,Cash,0.0,No,0,0,0,0.0,No,0.0,0.0,Same borehole,Same borehole,3.0,Same borehole,1,0,0,0,0,0,0,0,0,Good,#NULL!,
19,G/Township,Iftin boreho,Iftin,-0.4743585000000000,39.654395400000000,Urban,1.00,2000.0,60.0,No,0.0,0.0,No,0.0,0.0,0.0,0.0,No,0.0,0.0,Good,43282,150.0,Good,Generat,10,Yes,Yes,156330.000000000,Yes,,0,0,0,No,Not,No,0.0,1-Jul-19,0.0,Not,5.0,6.0,Yes,Yes,3.0,3.0,Generat,0,,Good,Perkins,Perkins,Perkins,2047474,115.0,https://api.mwater.co/v3/images/4ba85adea2954876acda34406ceb574a,Daylife,Daylife,Daylife,https://api.mwater.co/v3/images/1bece93079bc440089b1c9a6cfe4d8df,0,0,10,Good,Ibrahim Mohamed,Operate,Operate,723410713.0000000000000,Abdi Omar,Operate,0.00000000000,No,0,0,Water users association,Water users association,0,Cash,Cash,Cash,0.0,No,0,0,0,0.0,No,0.0,0.0,Same borehole,Same borehole,2.0,Same borehole,1,0,0,0,0,0,0,0,0,Good,#NULL!,
20,Dadaab,Liboi,kadakso borehole,0.2071614000000000,40.594160600000000,Rural,1.00,450.0,2.0,No,#NULL!,#NULL!,Yes,400.0,300.0,300.0,2000.0,No,#NULL!,#NULL!,,42472,132.0,good,generator,14,Yes,Yes,24029.000000000,Yes,,the well source is not equipped,,36,No,,Yes,3.0,26-May-19,2.0,Startormotor become faulty,6.0,8.0,No,Yes,2.0,3.0,N/A,good,42894,good,parkins,daylif,DK32037,462351,25.0,https://api.mwater.co/v3/images/41fff3113cc9432188764b9009383e43,dayliff,,IPDP3308,https://api.mwater.co/v3/images/ca7825f7d45c4e12b5eda9adbdc9ca9a,,,6,,salad kulmiye yasin,operator,,728870112.0000000000000,Ahmed sheikh,SCWO,720906897.00000000000,No,,,Water users Assosciation,poor,Cash,,cash,cash,5.0,Yes,10,5,0,2.0,No,#NULL!,#NULL!,Water communial point,Donkey carts tracking,2.0,Next strategic borehole,24,No,,,,,,,,This settlement has 1 functional equipped and1 nonfunctional not equipped very close to each other less than  500m,#NULL!,
21,dadaab,abagayle,Ali qarsade borehole,0.2445667000000000,39.929725700000000,rural,5.00,450.0,2.0,No,#NULL!,#NULL!,Yes,1900.0,1200.0,200.0,3500.0,No,#NULL!,#NULL!,,42624,168.0,good,hybride power,14,No,,#NULL!,Yes,https://api.mwater.co/v3/images/7a82d1d4ce5d45a9a58ccf678f1d7883,Lack of service,,2,Yes,Tasters not functions sometimes,Yes,2.0,2-Jul-18,2.0,Break down,5.0,8.0,No,Yes,2.0,2.0,,good,42689,good,bakings,day liff,dk32037,462010,42.0,https://api.mwater.co/v3/images/ee1067a15ad54ace9d8f47385a76f455,dayliff,,ipdp315c/w,https://api.mwater.co/v3/images/3de8784c5daa41e9936cefc60ca6d6be,,,6,,Mohamed Sheikh abdullahi,operator,,703844194.0000000000000,,Ahmed sheikh,720906897.00000000000,No,,,Water users association,good,Cash,,,cash,5.0,Yes,10,5,0,2.0,,#NULL!,#NULL!,Communal water point,Donkey cart tracking,3.0,Next strategic borehole,24,No,,,,,,,,,#NULL!,
22,Dadaab,Abakayle,bogyar borehole,-0.0158909000000000,40.252488000000000,Rural,15.00,550.0,2.0,No,#NULL!,#NULL!,Yes,900.0,650.0,400.0,2000.0,No,#NULL!,#NULL!,,41245,180.0,good,generator,12,No,No,0.000000000,Yes,https://api.mwater.co/v3/images/0a33bdb1955c49019434ac675d8046e2,,,,No,,Yes,10.0,12-Jun-19,3.0,,6.0,8.0,No,Yes,2.0,3.0,,,41610,Not bad,parkins,,IPDP315CW,3153404346,42.0,https://api.mwater.co/v3/images/3529128b50754544a3a44971d4cfd2b6,dayliff,,idp315cw,https://api.mwater.co/v3/images/c72ae2d1ac1e4440ac8395968a8334fb,,,6,,abdirizak gedi,operator,,797312095.0000000000000,Ahmed sheikh,SCWO,720906897.00000000000,No,,,Water users Association,Fair,Cash,Cash,,cash,5.0,Yes,10,5,0,2.0,,#NULL!,#NULL!,Communal water point,,2.0,Next strategic borehole,24,,,,,,,,,,#NULL!,
23,Dadaab,Damajaley,abdisugow borehole,0.1603685000000000,40.777990600000000,Rural,23.00,700.0,2.0,No,#NULL!,#NULL!,Yes,1300.0,900.0,950.0,3500.0,No,#NULL!,#NULL!,,42941,168.0,very good,generator,12,No,No,#NULL!,Yes,,,,,No,,Yes,2.0,11-Dec-18,1.0,Pump failed,5.0,8.0,No,Yes,3.0,2.0,,good,42918,very good,Perkins,,ECP28MF,1938409,42.0,https://api.mwater.co/v3/images/5d2d0cb988c64ab9af96ff36dd9c7692,dayliff,,IDPP3161,https://api.mwater.co/v3/images/bc14b94af3294324b6e4795718b52c40,,,6,,Mohamed muktar hajir,operator,,720130410.0000000000000,Ahmed sheikh,SCWO,720906897.00000000000,No,,,Water users association,very good,Cash,,,,#NULL!,Yes,10,5,0,2.0,,#NULL!,#NULL!,Water communal point,Donkey carts tracking,3.0,Nearest strategic borehole,24,No,,,,,,,,,#NULL!,
24,G/Township,Galbelt bore,Adc,-0.4874738254535580,39.648523305222600,Urban,0.10,6000.0,5.0,Yes,1.0,2.0,No,0.0,0.0,0.0,0.0,No,0.0,0.0,Good,43526,150.0,Good,Generator,9,No,No,0.000000000,Yes,,0,0,0,No,Not,No,1.0,2-Mar-19,1.0,Mechanical problem,6.0,5.0,No,Yes,4.0,3.0,0,0,43526,Good,Perkins,Perkins,Perkins,51175,0.0,https://api.mwater.co/v3/images/cb2911e911884a599ec00dd5e8e35962,Daylife,Daylife,Daylife,https://api.mwater.co/v3/images/fe25d3a4c53b4a08926228aed3eb2dc2,0,0,10,Good,Abdirahman mathow,Operate,Operate,720021153.0000000000000,Mohamed nur,Operate,0.00000000000,No,0,0,Water users association,Water users association,Cash,Cash,Cash,Flat,0.0,No,0,0,0,0.0,No,0.0,0.0,Same borehole,Same borehole,2.0,Same borehole,2,I don't know,Don't know,0,0,0,,0,0,Good,#NULL!,
25,Dadaab,Dertu,boransis borehole,0.2960359000000000,39.840421700000000,Rural,20.00,400.0,2.0,No,#NULL!,#NULL!,Yes,1500.0,600.0,1500.0,3500.0,No,#NULL!,#NULL!,,41700,168.0,good,generator,11,No,,#NULL!,Yes,,,,,No,,Yes,1.0,22-Jul-18,0.0,,6.0,8.0,No,Yes,3.0,4.0,,,41813,good,parkins,,PJ24901500,3181081,42.0,https://api.mwater.co/v3/images/fc9b0a79402a46e28d9a224bffeb49a0,dayliff,,IPDP3041,https://api.mwater.co/v3/images/7a7021c3f1e9477485d460e021c33464,,,6,,Hassan khalif,operstor,,757190100.0000000000000,Ahmed sheikh,SCWO,720906897.00000000000,No,,,Water users association,good,Cash,,,,#NULL!,Yes,10,5,0,2.0,,#NULL!,#NULL!,Communial  water point,,3.0,Next strategic borehole,24,No,,,,,,,,,#NULL!,
26,Dadaab,Liboi,Kulan borehole 1,0.2120315000000000,40.641762200000000,Rural,1.00,480.0,2.0,No,#NULL!,#NULL!,Yes,1000.0,1200.0,500.0,3000.0,No,#NULL!,#NULL!,,42197,180.0,Not bad,generator,14,No,,#NULL!,Yes,,,,,No,,Yes,3.0,3-Jul-18,3.0,Breakdown of the stator motor pump,6.0,8.0,No,Yes,4.0,3.0,,,42949,good,parkins,,PI144G1,276487,45.0,https://api.mwater.co/v3/images/98abd1ad0d544523847872183775273d,day liff,,A403010,https://api.mwater.co/v3/images/a4050ccb0fb947e08db5e2b875a8c34d,,,6,,Ahmed sheikh,SCWO,,720906897.0000000000000,,,#NULL!,No,,,Water users association,bad,,,,,#NULL!,Yes,10,5,,#NULL!,,#NULL!,#NULL!,Communual water point,,3.0,Next strategic borehole,24,No,,,,,,,,,#NULL!,
27,Dadaab,Liboi,kulan borehole 2,0.2222340000000000,40.642160300000000,Rural,1.00,500.0,2.0,No,0.0,0.0,Yes,1000.0,500.0,150.0,3000.0,No,0.0,0.0,0,43646,168.0,good,generator,14,No,No,0.000000000,No,,,,,No,,Yes,2.0,19-May-18,2.0,Break down of the pump motor,6.0,8.0,No,Yes,3.0,2.0,,,41163,Bad,perkins,,2873K632,2819541008,42.0,https://api.mwater.co/v3/images/1472d6c5067a4bb69ec1dd0eb96d169c,Dayliff,,,https://api.mwater.co/v3/images/a676f6075a3b4078bd8ad1ef37755c71,,,6,,Ahmed sheikh,SCWO,,720906897.0000000000000,,,#NULL!,No,,,Water users association,good,Cash,,,cash,5.0,Yes,10,5,0,2.0,,#NULL!,#NULL!,Communual water point,,3.0,Next strategic borehole,24,No,,,,,,,,,#NULL!,
28,Dadaab,Dadaab,Weldoni borehole,0.0630874000000000,40.444837100000000,Rural,15.00,450.0,2.0,No,0.0,0.0,No,1000.0,100.0,100.0,3000.0,No,0.0,0.0,0,41438,132.0,Good,Generator,14,Yes,Yes,100610.000000000,Yes,,,,,No,,Yes,2.0,4-Jun-16,2.0,Break down,6.0,18.0,No,Yes,4.0,3.0,0,0,40998,Good,Parkins,,,,#NULL!,,,,,,,,,,,,,#NULL!,,,#NULL!,,,,,,,,,,#NULL!,,,,,#NULL!,,#NULL!,#NULL!,,,#NULL!,,,,,,,,,,,,#NULL!,
29,Balambla,Balambla,Hadley,-0.4874738254535580,39.648523305222600,Rural,20.00,500.0,3.0,No,0.0,0.0,No,0.0,0.0,0.0,0.0,No,0.0,0.0,Nil,43552,50.0,Not functional,Generator,10,No,No,0.000000000,No,https://api.mwater.co/v3/images/ea54a18e02394facac3e3d2134331f5c,Lack of bettery and engineering service,Lack of bettery and engineering service,2days,Yes,Lack of bettery and engineering problem,Yes,1.0,28-Mar-19,0.0,engineering has mechanical problem,2.0,2.0,Yes,Yes,0.0,0.0,0,0,42914,Broken but isn't fucational,Ganan,Ganan,Ganan,141203.23000000001,22.0,https://api.mwater.co/v3/images/101a6a2453fa41cabaa1aefc23aa1ce2,Daylife,Daylife,0,https://api.mwater.co/v3/images/1a3e58f0975f418f87fc17df0556812b,0,0,0,Good,Ahmed Abdullah,Operate,Operate,727005818.0000000000000,Siyat mohamud,Operate,727005818.00000000000,No,0,0,Hadley water users association,Hadley water users association,Cash,Cash,Cash,Falat,100.0,No,0,0,0,0.0,Yes,1000.0,1.0,Tana river,Tana river,2.0,Tana river,2,0,0,0,0,0,0,0,0,Generator has mechanical problem,#NULL!,
30,Balambla,Balich2,Balich 2,-0.4874738254535580,39.648523305222600,Rural,11.00,600.0,4.0,No,0.0,0.0,No,0.0,10.0,5.0,100.0,No,0.0,0.0,Nil,42476,50.0,Good,Solar,8,Yes,No,176699.000000000,No,https://api.mwater.co/v3/images/0618348b82be4f5b9f068e495875221c,Meter is broken,Meter is broken,2years,Yes,Requed repair,No,0.0,28-Jun-19,0.0,0,9.0,9.0,No,Yes,6.0,3.0,260,Fuctional,42549,Solar,Solar,Solar,Solar,0,0.0,https://api.mwater.co/v3/images/d3975499c3ce47fa9db9eec3b3f755c3,No specified,Not specified,No,https://api.mwater.co/v3/images/33b5304f35ba4ba292696bc0530ec9f3,0,0,Concrete reams,Fictional,Hussein Ali,Operator,Operator,725708416.0000000000000,Yakub farah,Chairman,725708416.00000000000,No,No sensor,No sensor,Water users association,Water users association,Cash,Cash,Flat,Flat,150.0,Yes,0,10,0,100.0,Yes,2000.0,2.0,Same borehole,Same borehole,2.0,River Tana,1hr,No,No,No,No,No,No,No,No,The borehole is functioning,#NULL!,
31,Fafi,Jarajila,hagarder borehole 5,0.0008087000000000,40.350858600000000,Rural,5.00,600.0,2.0,No,0.0,0.0,No,0.0,0.0,0.0,0.0,No,0.0,0.0,,35563,144.0,not bad,generator,14,No,No,0.000000000,Yes,,,,,No,,No,0.0,11-Jul-18,1.0,Lack of proper service,6.0,8.0,No,Yes,4.0,5.0,,,41012,good,parkins,,SL01846JGJ,120710004,32.0,https://api.mwater.co/v3/images/858efd4853804504905eea6b1a775ec2,dayliff,,IPDP308CW MP 204,https://api.mwater.co/v3/images/8604bd19e6474ff4b6209d28949defb5,,,6,,mohamud jumale muse,operator,,768262541.0000000000000,ahmed sheikh,SCWO,720906897.00000000000,No,,,Water usres association,good,Cash,,cash,cash,5.0,No,,,,#NULL!,,#NULL!,#NULL!,Communal water point,Donkey carts taracking,4.0,Next strategic borehole,24,No,,,,,,,,,#NULL!,
32,Dadaab,Dadaab,nyanya borehole,0.1800200000000000,40.305535000000000,Rural,5.00,400.0,2.0,No,0.0,0.0,No,0.0,0.0,0.0,0.0,No,0.0,0.0,,40017,168.0,good,generator,10,No,No,#NULL!,Yes,https://api.mwater.co/v3/images/37e72fc5f3e74532affa724e14bd3580,lack of service,,3,No,,Yes,2.0,11-Jun-19,2.0,Lack of proper service,6.0,8.0,No,Yes,4.0,5.0,,,40672,good,parkins,,PEP0901,11826,42.0,https://api.mwater.co/v3/images/055e901868654f08b72196a51151b568,dayliff,,DPE06,https://api.mwater.co/v3/images/d3045f3cf3f04ddfab0ef030cb078851,,,6,,ares abdi farah,operator,,715463856.0000000000000,ahmed sheikh,SCWO,720906897.00000000000,No,,,Watet users association,good,Cash,,,cash,5.0,No,,,,#NULL!,,#NULL!,#NULL!,Communal water point,Donkey carts tracking,4.0,Next strategic borehole,24,No,,,,,,,,,#NULL!,
33,Fafi,Jarajila,Alinjugur borehole,-0.0315291000000000,40.456443300000000,Rural,18.00,1000.0,2.0,No,0.0,0.0,Yes,900.0,600.0,600.0,2500.0,No,0.0,0.0,0,35937,120.0,Not bad,Generator,12,No,No,0.000000000,Yes,https://api.mwater.co/v3/images/5de32911c2aa462b9df67c740f3ddedc,very old and lack of proper service,,48,Yes,The engine is very old and in bad condition.,Yes,3.0,14-Jun-17,2.0,Lack of service,6.0,8.0,No,Yes,2.0,3.0,0,0,41041,Not bad,Dayliff,,ECP28-V,1730869,42.0,https://api.mwater.co/v3/images/a3d3c550e1594ac5a722c950c4d37240,dayliff,,N/A,https://api.mwater.co/v3/images/002d44fc34e34114b74a095846720ee7,,,6,,hassan mohamed yussuf,operator,,721078081.0000000000000,ahmed sheikh,SCWO,720906897.00000000000,No,,,Watet users association,bad,Cash,,,cash,5.0,Yes,10,5,0,2.0,,#NULL!,#NULL!,Communual water point,Donkey carts tracking,4.0,Next strategic borehole,24,,,,,,,,,,#NULL!,
34,Dadaab,Damajaley,Kiwanja borehole,-0.1151827000000000,40.707836900000000,Rural,10.00,500.0,2.0,No,0.0,0.0,No,2400.0,400.0,500.0,2500.0,No,0.0,0.0,0,41372,168.0,Well,Generator,14,Yes,No,63911917.000000000,Yes,https://api.mwater.co/v3/images/f22cb022344e4ee59152979714497eb3,lack of proper service,,8,Yes,Pump always fail,Yes,7.0,3-Jul-19,3.0,Break down of pump,7.0,8.0,No,Yes,4.0,5.0,0,0,41622,Good,Dayliff perkins,,PH4JBIT,141863,32.0,https://api.mwater.co/v3/images/6090dff403e54fa2ba34fe2df981619c,dayliff,,IPDP308MAPPCL,https://api.mwater.co/v3/images/9ef504dd8d98437d95e0a9037e353d64,,,8,,hassan yussuf,operator,,796877548.0000000000000,ahmed sheikh,SCWO,720906897.00000000000,No,0,,Water users association,good,Cash,,,cash,5.0,Yes,10,5,0,2.0,,#NULL!,#NULL!,Communal water association,Donkey carts tracking,3.0,Next strategic borehole,24,No,,,,,,,,,#NULL!,
